                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                0.98466,                0.86463,                 1.2504,                0.76914,                0.64855,                0.74476,                0.53937,                 1.0811,                  1.042,                 1.6361,             0.00063676,             0.00063676,             0.00063676
                     58,                0.99174,                0.87975,                 1.2533,                0.69268,                0.72513,                0.71689,                0.50949,                   1.12,                 1.0439,                  1.677,             0.00062262,             0.00062262,             0.00062262
                     59,                0.98831,                0.86537,                 1.2493,                0.68034,                0.70069,                0.70455,                 0.4976,                 1.1509,                 1.1082,                  1.727,             0.00060847,             0.00060847,             0.00060847
                     60,                0.97225,                0.86102,                 1.2476,                 0.6567,                0.73515,                0.72396,                0.52215,                 1.0881,                 1.1004,                 1.6308,             0.00059432,             0.00059432,             0.00059432
                     61,                0.96647,                0.84777,                 1.2424,                0.72869,                0.71846,                0.72825,                0.52147,                 1.1034,                 1.0366,                 1.6471,             0.00058017,             0.00058017,             0.00058017
                     62,                0.96734,                0.83794,                 1.2396,                0.73885,                 0.7097,                0.74019,                0.52842,                  1.109,                 1.0253,                  1.659,             0.00056603,             0.00056603,             0.00056603
                     63,                0.96178,                0.85339,                 1.2381,                0.70594,                0.74469,                0.76937,                0.55537,                 1.0927,                0.99406,                 1.6588,             0.00055188,             0.00055188,             0.00055188
                     64,                0.96606,                0.83558,                 1.2335,                0.71546,                0.73386,                0.75063,                0.54582,                 1.0764,                 1.0125,                 1.6434,             0.00053773,             0.00053773,             0.00053773
                     65,                0.94832,                0.81616,                 1.2304,                0.73285,                0.70439,                0.75184,                0.54978,                 1.0614,                 1.0231,                 1.6179,             0.00052359,             0.00052359,             0.00052359
                     66,                0.94263,                0.80036,                 1.2274,                 0.7079,                0.71999,                 0.7428,                0.54636,                 1.0767,                 1.0401,                 1.6111,             0.00050944,             0.00050944,             0.00050944
                     67,                0.93117,                0.81375,                 1.2215,                0.69506,                0.70655,                0.69194,                0.50593,                  1.087,                 1.0526,                 1.6505,             0.00049529,             0.00049529,             0.00049529
                     68,                 0.9516,                0.81801,                 1.2397,                 0.7261,                0.72504,                0.74984,                0.54966,                 1.0803,                  1.012,                 1.6267,             0.00048114,             0.00048114,             0.00048114
                     69,                0.93373,                0.80718,                 1.2255,                 0.7003,                0.71475,                0.74437,                0.54377,                 1.1039,                 1.0226,                 1.6654,               0.000467,               0.000467,               0.000467
                     70,                0.93595,                0.78502,                 1.2181,                0.70178,                0.72386,                0.74245,                0.53979,                 1.1217,                 1.0365,                 1.7061,             0.00045285,             0.00045285,             0.00045285
                     71,                0.93532,                0.79135,                  1.215,                0.73734,                0.69471,                0.73429,                0.54068,                 1.0813,                 1.0408,                 1.6334,              0.0004387,              0.0004387,              0.0004387
                     72,                0.92024,                0.78677,                 1.2124,                0.73024,                0.73242,                 0.7576,                0.55098,                 1.0664,                 1.0225,                 1.6181,             0.00042456,             0.00042456,             0.00042456
                     73,                0.91671,                0.76656,                 1.2089,                0.71634,                0.72727,                0.74593,                0.54945,                 1.0395,                 1.0421,                 1.6032,             0.00041041,             0.00041041,             0.00041041
                     74,                0.90977,                0.76177,                 1.1994,                0.71101,                 0.7226,                0.74884,                0.55133,                 1.0885,                 1.0638,                 1.6478,             0.00039626,             0.00039626,             0.00039626
                     75,                0.90372,                0.74426,                 1.1969,                0.74006,                0.72968,                0.75422,                0.55597,                 1.0693,                 1.0232,                 1.6399,             0.00038211,             0.00038211,             0.00038211
                     76,                0.93296,                0.77266,                 1.2193,                0.72932,                0.70491,                0.74107,                0.54532,                 1.0734,                  1.006,                 1.6278,             0.00036797,             0.00036797,             0.00036797
                     77,                0.91632,                0.76983,                 1.2055,                0.73332,                0.74242,                0.76133,                0.55656,                 1.0988,                0.97909,                  1.658,             0.00035382,             0.00035382,             0.00035382
                     78,                0.91931,                0.76679,                 1.2095,                0.70737,                0.73998,                0.75084,                0.54963,                 1.1386,                 1.0375,                 1.7347,             0.00033967,             0.00033967,             0.00033967
                     79,                0.90613,                0.74182,                 1.2006,                0.76953,                0.70524,                0.76695,                0.56739,                 1.0745,                0.96723,                 1.6296,             0.00032553,             0.00032553,             0.00032553
                     80,                0.90804,                0.74767,                 1.1987,                0.73216,                0.72617,                0.74084,                0.54836,                 1.0785,                 1.0572,                 1.6517,             0.00031138,             0.00031138,             0.00031138
                     81,                0.88837,                 0.7363,                 1.1902,                0.71888,                0.72456,                0.74744,                0.53978,                 1.0797,                 1.0805,                 1.6372,             0.00029723,             0.00029723,             0.00029723
                     82,                0.89209,                0.73791,                 1.1982,                 0.7352,                0.72161,                0.75028,                0.55497,                 1.0613,                 1.0189,                 1.6352,             0.00028308,             0.00028308,             0.00028308
                     83,                0.89226,                0.73801,                 1.1913,                0.74604,                0.71074,                0.74341,                0.54834,                 1.0812,                 1.0485,                  1.665,             0.00026894,             0.00026894,             0.00026894
                     84,                0.88907,                 0.7288,                 1.1908,                0.73649,                0.73649,                0.75424,                0.56099,                 1.0772,                 1.0153,                 1.6768,             0.00025479,             0.00025479,             0.00025479
                     85,                0.87804,                0.70811,                 1.1846,                0.73056,                0.73905,                0.74716,                0.55463,                 1.0484,                 1.0293,                 1.6146,             0.00024064,             0.00024064,             0.00024064
                     86,                0.89184,                0.72159,                 1.1851,                 0.7268,                0.72481,                0.75191,                 0.5595,                 1.0646,                 1.0386,                 1.6294,              0.0002265,              0.0002265,              0.0002265
                     87,                0.85641,                0.69398,                 1.1784,                0.75136,                0.73202,                0.75366,                0.56193,                  1.045,                 1.0213,                 1.6173,             0.00021235,             0.00021235,             0.00021235
                     88,                0.86577,                0.69469,                 1.1764,                0.72464,                0.75322,                0.75617,                0.56273,                 1.0706,                 1.0212,                  1.659,              0.0001982,              0.0001982,              0.0001982
                     89,                 0.8765,                0.69841,                 1.1733,                 0.7526,                0.73591,                0.76606,                0.57181,                 1.0687,                 1.0236,                 1.6619,             0.00018406,             0.00018406,             0.00018406
                     90,                0.85569,                0.70423,                 1.1818,                0.73038,                0.75205,                0.76347,                0.56291,                 1.0532,                 1.0236,                 1.6213,             0.00016991,             0.00016991,             0.00016991
                     91,                0.83449,                 0.5597,                 1.1806,                0.72552,                0.73546,                0.74032,                0.54898,                 1.0687,                 1.0436,                  1.643,             0.00015576,             0.00015576,             0.00015576
                     92,                0.82385,                0.53618,                 1.1704,                0.75169,                0.72355,                0.74537,                0.55277,                 1.0588,                0.99882,                 1.6407,             0.00014161,             0.00014161,             0.00014161
                     93,                0.81314,                0.53457,                 1.1596,                0.74733,                0.75084,                  0.747,                0.55379,                 1.0482,                 1.0277,                  1.612,             0.00012747,             0.00012747,             0.00012747
                     94,                0.80092,                0.52188,                 1.1514,                0.75925,                0.72286,                0.75413,                0.56157,                 1.0516,                  1.019,                 1.6099,             0.00011332,             0.00011332,             0.00011332
                     95,                    0.8,                0.51896,                 1.1538,                0.73258,                0.75026,                0.74778,                0.55881,                   1.05,                 1.0402,                 1.6117,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.78547,                0.50479,                 1.1345,                0.75369,                0.74065,                0.74774,                0.54847,                 1.0536,                 1.0504,                 1.6204,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                 0.7878,                0.51972,                 1.1479,                0.76613,                0.73421,                0.75135,                 0.5521,                 1.0576,                 1.0478,                 1.6293,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.79252,                0.49749,                 1.1386,                0.74202,                0.73921,                0.75524,                0.55962,                 1.0557,                 1.0304,                  1.635,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.78285,                0.50488,                 1.1397,                0.73039,                0.75494,                0.75433,                0.56037,                 1.0528,                 1.0232,                 1.6279,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.76995,                0.49449,                 1.1329,                0.76201,                0.73921,                0.75883,                0.56347,                 1.0507,                 1.0195,                 1.6323,             2.8437e-05,             2.8437e-05,             2.8437e-05
