                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.4056,                0.83715,                 1.2538,                0.77866,                0.63995,                0.63734,                0.35594,                 1.6764,                0.94546,                  1.432,             0.00096215,             0.00096215,             0.00096215
                     35,                  1.365,                0.81287,                 1.2333,                 0.7682,                0.60481,                0.62976,                0.34541,                 1.7184,                0.97172,                 1.4589,               0.000948,               0.000948,               0.000948
                     36,                 1.3845,                0.82357,                 1.2471,                0.66267,                0.64246,                0.62927,                0.34876,                 1.7236,                0.99111,                 1.4752,             0.00093385,             0.00093385,             0.00093385
                     37,                 1.3747,                0.80408,                 1.2368,                0.63768,                0.66159,                0.63377,                0.32113,                 1.7158,                0.96319,                 1.4372,              0.0009197,              0.0009197,              0.0009197
                     38,                 1.3604,                0.80087,                 1.2286,                0.73536,                0.64156,                0.64878,                0.32915,                 1.7041,                0.95359,                 1.4519,             0.00090556,             0.00090556,             0.00090556
                     39,                 1.3631,                0.79631,                 1.2341,                0.68593,                0.64448,                0.65039,                0.35233,                  1.682,                0.95674,                 1.4312,             0.00089141,             0.00089141,             0.00089141
                     40,                 1.3503,                0.79003,                 1.2273,                0.69637,                0.56967,                0.60728,                0.32909,                 1.7031,                0.94499,                 1.4556,             0.00087726,             0.00087726,             0.00087726
                     41,                 1.3511,                0.78983,                 1.2265,                0.73074,                 0.6442,                0.65623,                0.34182,                  1.763,                0.96124,                 1.5002,             0.00086312,             0.00086312,             0.00086312
                     42,                 1.3504,                0.77967,                 1.2341,                0.71816,                0.62303,                0.67223,                0.36739,                  1.707,                0.95732,                  1.472,             0.00084897,             0.00084897,             0.00084897
                     43,                  1.334,                0.77914,                 1.2259,                0.82574,                0.61884,                0.67089,                0.36497,                 1.7036,                0.96133,                 1.4698,             0.00083482,             0.00083482,             0.00083482
                     44,                 1.3311,                0.75934,                 1.2176,                0.67318,                0.68367,                0.64886,                0.34396,                 1.7079,                0.95682,                 1.4617,             0.00082067,             0.00082067,             0.00082067
                     45,                  1.327,                0.76619,                 1.2077,                0.73541,                0.69549,                0.68547,                0.36568,                 1.6994,                0.92521,                 1.4508,             0.00080653,             0.00080653,             0.00080653
                     46,                 1.3115,                0.75391,                 1.2003,                0.70712,                0.66468,                 0.6811,                0.37344,                 1.6892,                0.94621,                 1.4425,             0.00079238,             0.00079238,             0.00079238
                     47,                 1.3192,                0.75086,                 1.2026,                0.66133,                0.64512,                0.61845,                 0.3418,                 1.6806,                0.94327,                 1.4395,             0.00077823,             0.00077823,             0.00077823
                     48,                 1.3113,                0.74823,                 1.2051,                0.75008,                0.63622,                0.66847,                0.34614,                 1.6875,                0.93084,                 1.4471,             0.00076409,             0.00076409,             0.00076409
                     49,                 1.3213,                0.74381,                 1.2034,                0.74201,                0.68607,                0.67229,                0.35144,                 1.6994,                 0.9458,                 1.4433,             0.00074994,             0.00074994,             0.00074994
                     50,                 1.2907,                0.73506,                 1.1903,                 0.7023,                0.62088,                0.64553,                0.35772,                 1.6863,                0.93729,                 1.4534,             0.00073579,             0.00073579,             0.00073579
                     51,                 1.2913,                0.72121,                 1.1925,                0.56722,                0.63768,                0.61449,                0.32521,                 1.6891,                0.93028,                 1.4555,             0.00072164,             0.00072164,             0.00072164
                     52,                 1.3003,                0.73044,                 1.1928,                0.80881,                0.62449,                0.63838,                0.34169,                 1.6922,                0.93185,                 1.4535,              0.0007075,              0.0007075,              0.0007075
                     53,                 1.2669,                0.70878,                 1.1777,                 0.6529,                0.68392,                0.66412,                0.34139,                 1.6878,                0.94921,                 1.4527,             0.00069335,             0.00069335,             0.00069335
                     54,                 1.2798,                0.71232,                 1.1876,                0.68653,                0.58619,                0.62267,                0.31415,                  1.694,                0.96164,                 1.4453,              0.0006792,              0.0006792,              0.0006792
                     55,                 1.2706,                0.70641,                 1.1812,                0.64428,                0.64321,                0.66181,                0.35191,                 1.7048,                0.94634,                 1.4597,             0.00066506,             0.00066506,             0.00066506
                     56,                 1.2692,                0.70478,                 1.1755,                0.63024,                0.58563,                0.62962,                0.35104,                   1.69,                0.94667,                  1.456,             0.00065091,             0.00065091,             0.00065091
                     57,                 1.2538,                0.69244,                 1.1737,                0.74207,                0.67346,                0.66575,                0.37968,                 1.7073,                0.94167,                 1.4658,             0.00063676,             0.00063676,             0.00063676
                     58,                  1.268,                0.70088,                 1.1744,                0.71595,                0.66458,                0.66541,                0.37347,                 1.6952,                0.94295,                 1.4676,             0.00062262,             0.00062262,             0.00062262
                     59,                 1.2573,                0.69093,                 1.1779,                0.75869,                0.66904,                0.70046,                 0.3857,                 1.6672,                0.92015,                 1.4305,             0.00060847,             0.00060847,             0.00060847
                     60,                 1.2455,                0.68968,                 1.1721,                0.67618,                0.65608,                0.65382,                 0.3524,                 1.7045,                 0.9326,                 1.4723,             0.00059432,             0.00059432,             0.00059432
                     61,                 1.2503,                0.68484,                 1.1681,                0.67578,                0.67387,                0.65102,                0.34963,                 1.6866,                0.93921,                 1.4484,             0.00058017,             0.00058017,             0.00058017
                     62,                 1.2484,                0.68269,                 1.1724,                 0.6274,                0.69247,                 0.6282,                0.33681,                 1.6796,                0.90536,                 1.4494,             0.00056603,             0.00056603,             0.00056603
                     63,                 1.2429,                0.68199,                 1.1719,                0.66602,                0.70844,                0.67341,                0.37183,                 1.6797,                0.91112,                 1.4526,             0.00055188,             0.00055188,             0.00055188
                     64,                 1.2195,                0.66904,                 1.1595,                0.71435,                0.65653,                0.67351,                0.35651,                 1.6841,                0.92304,                 1.4527,             0.00053773,             0.00053773,             0.00053773
                     65,                 1.2203,                0.66824,                  1.148,                0.71912,                0.67696,                0.65219,                0.35825,                 1.6848,                0.92213,                 1.4498,             0.00052359,             0.00052359,             0.00052359
                     66,                  1.201,                0.65461,                 1.1462,                0.76643,                0.66431,                0.68349,                 0.3639,                 1.6932,                0.95257,                 1.4681,             0.00050944,             0.00050944,             0.00050944
                     67,                 1.2026,                0.65356,                 1.1465,                0.77425,                0.63014,                0.63945,                0.34598,                 1.6868,                0.92524,                 1.4722,             0.00049529,             0.00049529,             0.00049529
                     68,                 1.2061,                0.65077,                 1.1491,                 0.7178,                0.69209,                0.68575,                0.35696,                 1.6699,                0.90666,                 1.4462,             0.00048114,             0.00048114,             0.00048114
                     69,                 1.1997,                 0.6442,                 1.1449,                0.76895,                0.63637,                0.65404,                0.36645,                 1.6688,                0.91039,                 1.4503,               0.000467,               0.000467,               0.000467
                     70,                  1.183,                0.64078,                 1.1375,                0.83881,                 0.6032,                0.67568,                0.36344,                 1.6788,                  0.938,                 1.4592,             0.00045285,             0.00045285,             0.00045285
                     71,                 1.1791,                0.63715,                 1.1383,                0.70577,                0.67569,                0.67348,                0.37478,                 1.6875,                0.94249,                 1.4726,              0.0004387,              0.0004387,              0.0004387
                     72,                 1.1893,                0.63619,                 1.1361,                0.73778,                0.68445,                0.66605,                0.36767,                 1.6746,                0.92318,                 1.4567,             0.00042456,             0.00042456,             0.00042456
                     73,                 1.1749,                0.62881,                  1.133,                0.78491,                0.63879,                0.67537,                0.38018,                 1.6836,                0.93423,                 1.4632,             0.00041041,             0.00041041,             0.00041041
                     74,                 1.1715,                0.62167,                 1.1354,                0.78888,                0.63061,                0.66651,                0.35684,                 1.6931,                0.92311,                 1.4686,             0.00039626,             0.00039626,             0.00039626
                     75,                 1.1645,                0.61958,                 1.1256,                0.75876,                0.63142,                0.66091,                0.36703,                 1.6944,                0.91736,                 1.4681,             0.00038211,             0.00038211,             0.00038211
                     76,                 1.1644,                0.62344,                 1.1229,                0.64356,                0.69464,                0.65698,                0.36184,                 1.6915,                0.91746,                 1.4727,             0.00036797,             0.00036797,             0.00036797
                     77,                 1.1483,                0.60901,                 1.1207,                0.67223,                0.72002,                0.68859,                0.38215,                 1.6793,                0.91259,                 1.4652,             0.00035382,             0.00035382,             0.00035382
                     78,                 1.1489,                0.60386,                 1.1176,                0.77297,                0.59735,                0.66479,                0.36481,                 1.6907,                0.92279,                 1.4736,             0.00033967,             0.00033967,             0.00033967
                     79,                 1.1411,                0.60581,                 1.1156,                0.71421,                0.68337,                0.67014,                0.36329,                 1.6812,                 0.9278,                 1.4654,             0.00032553,             0.00032553,             0.00032553
                     80,                 1.1495,                0.60341,                 1.1211,                0.72609,                0.67933,                0.67684,                0.36971,                   1.68,                0.91866,                 1.4772,             0.00031138,             0.00031138,             0.00031138
                     81,                   1.12,                0.59484,                 1.1074,                0.71968,                0.71603,                0.68714,                0.37526,                 1.6899,                0.91276,                 1.4783,             0.00029723,             0.00029723,             0.00029723
                     82,                 1.1361,                0.60211,                 1.1104,                0.75195,                0.66489,                0.68868,                0.38052,                 1.6828,                0.92675,                 1.4721,             0.00028308,             0.00028308,             0.00028308
                     83,                 1.1289,                0.59415,                 1.1097,                0.83699,                 0.6067,                0.67955,                0.38147,                 1.6849,                0.91793,                 1.4714,             0.00026894,             0.00026894,             0.00026894
                     84,                 1.1225,                0.58435,                 1.1075,                0.85937,                0.63521,                0.68881,                0.37916,                 1.6865,                0.92399,                 1.4765,             0.00025479,             0.00025479,             0.00025479
                     85,                 1.1155,                 0.5823,                  1.103,                0.78794,                0.69725,                0.69896,                0.39913,                 1.6863,                0.90485,                 1.4784,             0.00024064,             0.00024064,             0.00024064
                     86,                 1.1019,                0.58112,                 1.0953,                0.71937,                0.69417,                0.68338,                0.38941,                 1.6904,                0.93109,                 1.4816,              0.0002265,              0.0002265,              0.0002265
                     87,                  1.105,                0.57713,                 1.0921,                0.77874,                0.66634,                0.69784,                0.40004,                 1.6803,                0.92838,                 1.4734,             0.00021235,             0.00021235,             0.00021235
                     88,                 1.1017,                0.57816,                 1.0909,                0.81808,                0.62916,                0.68808,                0.38909,                 1.6823,                0.91771,                 1.4741,              0.0001982,              0.0001982,              0.0001982
                     89,                 1.1026,                0.57505,                 1.0908,                 0.8373,                0.63052,                 0.6742,                0.37797,                 1.6866,                 0.9336,                 1.4734,             0.00018406,             0.00018406,             0.00018406
                     90,                 1.1033,                0.57611,                  1.094,                0.84635,                0.61326,                0.66126,                0.36379,                 1.6868,                0.93426,                 1.4753,             0.00016991,             0.00016991,             0.00016991
                     91,                 1.0982,                0.56927,                 1.0926,                0.84987,                0.63127,                0.66654,                0.37033,                 1.6823,                0.92478,                 1.4804,             0.00015576,             0.00015576,             0.00015576
                     92,                  1.073,                0.56346,                 1.0807,                0.83458,                0.66621,                0.67931,                 0.3731,                 1.6836,                0.93747,                 1.4809,             0.00014161,             0.00014161,             0.00014161
                     93,                 1.0784,                0.55919,                 1.0917,                0.77012,                0.64212,                0.67313,                0.36928,                 1.6821,                 0.9257,                 1.4831,             0.00012747,             0.00012747,             0.00012747
                     94,                 1.0891,                0.56487,                 1.0857,                0.65671,                0.69647,                0.67922,                0.38225,                 1.6828,                0.91847,                 1.4804,             0.00011332,             0.00011332,             0.00011332
                     95,                  1.074,                0.55437,                 1.0835,                0.86135,                 0.6222,                0.68203,                0.38293,                 1.6798,                0.91362,                 1.4782,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                 1.0635,                0.55204,                 1.0774,                0.75692,                0.69559,                0.68821,                0.39598,                 1.6833,                0.91921,                 1.4857,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                 1.0602,                0.55151,                 1.0779,                0.75169,                0.69409,                0.68133,                0.38937,                 1.6803,                0.92364,                  1.485,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                 1.0649,                0.54732,                 1.0793,                0.75424,                0.66001,                0.68397,                0.38124,                 1.6777,                0.91612,                 1.4813,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                 1.0621,                0.54983,                 1.0788,                0.75086,                0.69434,                 0.6911,                0.38969,                 1.6782,                0.91711,                 1.4808,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                 1.0729,                0.55253,                 1.0886,                0.76681,                0.68023,                0.68968,                0.38554,                 1.6795,                0.92074,                 1.4838,             2.8437e-05,             2.8437e-05,             2.8437e-05
